Sample,PWM,Motor Speed (RPM)
10,80,20.28
11,80,20.28
12,80,20.28
13,80,22.12
14,80,22.12
15,80,21.2
16,80,22.12
17,80,22.12
18,80,23.04
19,80,22.12
20,80,22.12
21,80,23.04
22,80,23.04
23,80,22.12
24,80,23.96
25,80,22.12
26,80,23.04
27,80,23.04
28,80,22.12
29,80,23.96
30,80,22.12
31,80,23.96
32,80,22.12
33,80,23.96
34,80,23.04
35,80,23.04
36,80,23.04
37,80,23.04
38,80,23.04
39,80,23.04
40,80,23.04
41,80,23.04
42,80,23.04
43,80,23.04
44,80,23.04
45,80,23.04
46,80,23.04
47,80,23.04
48,80,23.04
49,80,23.04
50,80,23.04
51,80,23.04
52,80,23.04
53,80,23.04
54,80,23.04
55,80,23.04
56,80,23.04
57,80,23.04
58,80,23.04
59,80,23.04
60,80,23.04
61,80,23.04
62,80,23.04
63,80,23.04
64,80,23.04
65,80,23.04
66,80,23.04
67,80,23.04
68,80,23.96
69,80,22.12
70,80,23.96
71,80,22.12
72,80,23.96
73,80,22.12
74,80,23.96
75,80,22.12
76,80,23.96
77,80,22.12
78,80,23.96
79,80,22.12
80,80,23.96
81,80,22.12
82,80,23.96
83,80,22.12
84,80,23.96
85,80,22.12
86,80,23.96
87,80,22.12
88,80,23.96
89,80,23.04
90,80,23.04
91,80,23.04
92,80,23.04
93,80,23.04
94,80,23.04
95,80,23.04
96,80,23.04
97,80,23.96
98,80,22.12
99,80,23.96
100,80,22.12
101,80,23.96
102,80,22.12
103,80,23.96
104,80,22.12
105,80,23.96
106,80,22.12
107,80,23.96
108,80,22.12
109,80,23.96
110,80,22.12
111,80,23.96
112,80,22.12
113,80,23.96
114,80,22.12
115,80,23.96
116,80,22.12
117,80,23.96
118,80,22.12
119,80,23.96
120,80,23.04
121,80,23.04
122,80,23.04
123,80,23.04
124,80,23.04
125,80,23.04
126,80,23.96
127,80,22.12
128,80,23.96
129,80,22.12
130,80,23.96
131,80,22.12
132,80,23.96
133,80,23.04
134,80,23.04
135,80,23.04
136,80,23.04
137,80,23.96
138,80,22.12
139,80,23.96
140,80,22.12
141,80,23.96
142,80,22.12
143,80,23.96
144,80,22.12
145,80,23.96
146,80,23.04
147,80,23.04
148,80,23.04
149,80,23.04
150,80,23.96
151,80,22.12
152,80,23.96
153,80,22.12
154,80,23.96
155,80,22.12
156,80,23.96
157,80,22.12
158,80,23.96
159,80,23.04
160,80,23.04
161,80,23.04
162,80,23.04
163,80,23.04
164,80,23.04
165,80,23.96
166,80,22.12
167,80,23.96
168,80,22.12
169,80,23.96
170,80,22.12
171,80,23.04
172,80,23.04
173,80,23.04
174,80,23.04
175,80,22.12
176,80,23.96
177,80,22.12
178,80,23.96
179,80,22.12
180,80,23.96
181,80,22.12
182,80,23.96
183,80,22.12
184,80,23.04
185,80,23.04
186,80,23.04
187,80,23.04
188,80,22.12
189,80,23.96
190,80,22.12
191,80,23.96
192,80,22.12
193,80,23.96
194,80,22.12
195,80,23.04
196,80,23.04
197,80,23.04
198,80,23.04
199,80,23.04
200,80,23.04
201,80,22.12
202,80,23.96
203,80,22.12
204,80,23.96
205,80,22.12
206,80,23.96
207,80,22.12
208,80,23.04
209,80,23.04
210,80,23.04
211,80,23.04
212,80,23.04
213,80,23.04
214,80,22.12
215,80,23.96
216,80,22.12
217,80,23.96
218,80,22.12
219,80,23.96
220,80,22.12
221,80,23.96
222,80,22.12
223,80,23.04
224,80,23.04
225,80,22.12
226,80,23.96
227,80,22.12
228,80,23.96
229,80,22.12
230,80,23.96
231,80,22.12
232,80,23.96
233,80,22.12
234,80,23.96
235,80,22.12
236,80,23.04
237,80,23.04
238,80,23.04
239,80,23.04
240,80,23.04
241,80,23.04
242,80,22.12
243,80,23.96
244,80,22.12
245,80,23.96
246,80,22.12
247,80,23.96
248,80,22.12
249,80,23.04
250,80,23.04
251,80,23.04
252,80,23.04
253,80,22.12
254,80,23.96
255,80,22.12
256,80,23.96
257,80,22.12
258,80,23.96
259,80,22.12
260,80,23.04
261,80,23.04
262,80,23.04
263,80,23.04
264,80,23.04
265,80,23.04
266,80,23.04
267,80,23.04
268,80,23.04
269,80,23.04
270,80,23.04
271,80,23.04
272,80,23.04
273,80,23.04
274,80,23.04
275,80,23.04
276,80,23.04
277,80,23.04
278,80,23.04
279,80,23.04
280,80,22.12
281,80,23.96
282,80,22.12
283,80,23.96
284,80,22.12
285,80,23.96
286,80,22.12
287,80,23.96
288,80,22.12
289,80,23.04
290,80,23.04
291,80,23.04
292,80,23.04
293,80,23.04
294,80,23.04
295,80,23.04
296,80,23.04
297,80,23.04
298,80,23.04
299,80,23.04
300,80,23.04
301,80,23.04
302,80,23.04
303,80,23.04
304,80,23.04
305,80,23.04
306,80,23.04
307,80,23.04
308,80,23.04
309,80,23.04
310,80,23.04
311,80,23.04
312,80,23.04
313,80,23.04
314,80,23.04
315,80,22.12
316,80,23.96
317,80,22.12
318,80,23.96
319,80,22.12
320,80,23.96
321,80,22.12
322,80,23.96
323,80,22.12
324,80,23.96
325,80,22.12
326,80,23.96
327,80,22.12
328,80,23.96
329,80,22.12
330,80,23.96
331,80,22.12
332,80,23.96
333,80,22.12
334,80,23.96
335,80,23.04
336,80,23.04
337,80,23.04
338,80,23.04
339,80,23.04
340,80,23.04
341,80,23.04
342,80,23.04
343,80,23.04
344,80,23.04
345,80,23.04
346,80,23.04
347,80,23.04
348,80,23.04
349,80,23.04
350,80,23.04
351,80,23.04
352,80,23.04
353,80,23.04
354,80,23.04
355,80,23.04
356,80,23.04
357,80,23.04
358,80,23.04
359,80,23.04
360,80,23.04
361,80,22.12
362,80,23.96
363,80,22.12
364,80,23.96
365,80,22.12
366,80,23.96
367,80,22.12
368,80,23.96
369,80,22.12
370,80,23.96
371,80,22.12
372,80,23.96
373,80,22.12
374,80,23.96
375,80,22.12
376,80,23.96
377,80,22.12
378,80,23.96
379,80,22.12
380,80,23.96
381,80,22.12
382,80,23.96
383,80,22.12
384,80,23.96
385,80,22.12
386,80,23.96
387,80,22.12
388,80,23.96
389,80,22.12
390,80,23.96
391,80,22.12
392,80,23.96
393,80,22.12
394,80,23.96
395,80,22.12
396,80,23.96
397,80,22.12
398,80,23.04
399,80,23.04
400,80,23.04
401,80,23.04
402,80,23.04
403,80,23.04
404,80,23.04
405,80,23.04
406,80,23.04
407,80,23.04
408,80,23.04
409,80,23.04
410,80,23.04
411,80,23.04
412,80,23.04
413,80,23.04
414,80,23.04
415,80,23.04
416,80,23.04
417,80,23.04
418,80,23.04
419,80,23.04
420,80,23.96
421,80,22.12
422,80,23.96
423,80,22.12
424,80,23.96
425,80,22.12
426,80,23.96
427,80,22.12
428,80,23.96
429,80,22.12
430,80,23.96
431,80,22.12
432,80,23.96
433,80,22.12
434,80,23.96
435,80,22.12
436,80,23.96
437,80,22.12
438,80,23.96
439,80,22.12
440,80,23.96
441,80,22.12
442,80,23.96
443,80,23.04
444,80,23.04
445,80,23.04
446,80,23.04
447,80,23.04
448,80,23.04
449,80,23.96
450,80,22.12
451,80,23.96
452,80,22.12
453,80,23.96
454,80,22.12
455,80,23.96
456,80,22.12
457,80,23.96
458,80,23.04
459,80,23.04
460,80,23.04
461,80,23.04
462,80,23.96
463,80,22.12
464,80,23.96
465,80,22.12
466,80,23.96
467,80,22.12
468,80,23.96
469,80,23.04
470,80,23.04
471,80,23.04
472,80,23.04
473,80,23.04
474,80,23.04
475,80,23.04
476,80,23.04
477,80,23.04
478,80,23.04
479,80,23.04
480,80,23.04
481,80,23.04
482,80,23.04
483,80,23.04
484,80,23.04
485,80,23.04
486,80,23.04
487,80,23.04
488,80,23.04
489,80,23.96
490,80,22.12
491,80,23.96
492,80,22.12
493,80,23.96
494,80,22.12
495,80,23.96
496,80,23.04
497,80,23.04
498,80,23.04
499,80,23.04
500,80,23.96
501,80,22.12
502,80,23.96
503,80,22.12
504,80,23.96
505,80,22.12
506,80,23.96
507,80,22.12
508,80,23.96
509,80,22.12
510,80,23.96
511,80,22.12
512,80,23.96
513,80,22.12
514,80,23.96
515,80,23.04
516,80,23.04
517,80,23.04
518,80,23.04
519,80,23.04
520,80,23.04
521,80,23.04
522,80,23.04
523,80,23.96
524,80,22.12
525,80,23.96
526,80,22.12
527,80,23.96
528,80,22.12
529,80,23.96
530,80,22.12
531,80,23.96
532,80,23.04
533,80,23.04
534,80,23.04
535,80,23.04
536,80,23.04
537,80,23.04
538,80,23.96
539,80,22.12
540,80,23.96
541,80,22.12
542,80,23.96
543,80,22.12
544,80,23.96
545,80,22.12
546,80,23.96
547,80,23.04
548,80,23.04
549,80,23.04
550,80,23.04
551,80,23.04
552,80,23.04
553,80,23.96
554,80,22.12
555,80,23.96
556,80,22.12
557,80,23.96
558,80,22.12
559,80,23.96
560,80,23.04
561,80,23.04
562,80,23.04
563,80,23.04
564,80,23.04
565,80,23.04
566,80,23.96
567,80,22.12
568,80,23.96
569,80,22.12
570,80,23.96
571,80,22.12
572,80,23.96
573,80,23.04
574,80,23.04
575,80,23.04
576,80,23.04
577,80,23.96
578,80,22.12
579,80,23.96
580,80,22.12
581,80,23.96
582,80,22.12
583,80,23.96
584,80,22.12
585,80,23.96
586,80,23.04
587,80,23.04
588,80,23.04
589,80,23.04
590,80,23.04
591,80,23.04
592,80,23.04
593,80,23.04
594,80,23.04
595,80,23.04
596,80,23.04
597,80,23.04
598,80,23.04
599,80,23.04
600,80,23.04
601,80,23.04
602,80,23.04
603,80,23.04
604,80,22.12
605,80,23.96
606,80,22.12
607,80,23.96
608,80,22.12
609,80,23.96
610,80,22.12
611,80,23.96
612,80,22.12
613,80,23.96
614,80,22.12
615,80,23.96
616,80,22.12
617,80,23.96
618,80,22.12
619,80,23.04
620,80,23.04
621,80,23.04
622,80,23.04
623,80,23.04
624,80,23.04
625,80,23.04
626,80,23.04
627,80,22.12
628,80,23.96
629,80,22.12
630,80,23.96
631,80,22.12
632,80,23.96
633,80,22.12
634,80,23.96
635,80,22.12
636,80,23.96
637,80,22.12
638,80,23.04
639,80,23.04
640,80,23.04
641,80,23.04
642,80,23.04
643,80,23.04
644,80,22.12
645,80,23.96
646,80,22.12
647,80,23.96
648,80,22.12
649,80,23.96
650,80,22.12
651,80,23.96
652,80,22.12
653,80,23.96
654,80,22.12
655,80,23.04
656,80,23.04
657,80,23.04
658,80,23.04
659,80,23.04
660,80,23.04
661,80,23.04
662,80,23.04
663,80,23.04
664,80,23.04
665,80,23.04
666,80,23.04
667,80,23.04
668,80,23.04
669,80,23.04
670,80,23.04
671,80,23.04
672,80,23.04
673,80,22.12
674,80,23.96
675,80,22.12
676,80,23.96
677,80,22.12
678,80,23.96
679,80,22.12
680,80,23.96
681,80,22.12
682,80,23.96
683,80,22.12
684,80,23.96
685,80,22.12
686,80,23.96
687,80,22.12
688,80,23.96
689,80,22.12
690,80,23.96
691,80,22.12
692,80,23.96
693,80,22.12
694,80,23.96
695,80,22.12
696,80,23.96
697,80,22.12
698,80,23.96
699,80,22.12
700,80,23.96
701,80,23.04
702,80,23.04
703,80,23.04
704,80,23.04
705,80,23.04
706,80,23.04
707,80,23.04
708,80,23.04
709,80,23.04
710,80,23.04
711,80,23.96
712,80,22.12
713,80,23.96
714,80,22.12
715,80,23.04
716,80,23.04
717,80,23.04
718,80,23.04
719,80,23.04
720,80,23.04
721,80,23.04
722,80,23.04
723,80,23.04
724,80,23.04
725,80,23.04
726,80,23.04
727,80,23.04
728,80,23.04
729,80,23.04
730,80,23.04
731,80,22.12
732,80,23.96
733,80,22.12
734,80,23.96
735,80,22.12
736,80,23.96
737,80,22.12
738,80,23.96
739,80,22.12
740,80,23.96
741,80,23.04
742,80,23.04
743,80,23.04
744,80,23.04
745,80,23.04
746,80,23.04
747,80,23.04
748,80,23.04
749,80,23.04
750,80,23.04
751,80,23.96
752,80,22.12
753,80,23.96
754,80,22.12
755,80,23.96
756,80,22.12
757,80,23.96
758,80,22.12
759,80,23.96
760,80,22.12
761,80,23.96
762,80,23.04
763,80,23.04
764,80,23.04
765,80,23.04
766,80,23.04
767,80,23.04
768,80,23.96
769,80,22.12
770,80,23.96
771,80,22.12
772,80,23.96
773,80,22.12
774,80,23.96
775,80,22.12
776,80,23.96
777,80,23.04
778,80,23.04
779,80,23.04
780,80,23.04
781,80,23.96
782,80,22.12
783,80,23.96
784,80,22.12
785,80,23.96
786,80,22.12
787,80,23.96
788,80,23.04
789,80,23.04
790,80,23.04
791,80,23.04
792,80,23.04
793,80,23.04
794,80,23.04
795,80,23.04
796,80,23.04
797,80,23.04
798,80,23.04
799,80,23.04
800,80,23.04
801,80,23.04
802,80,23.04
803,80,23.04
804,80,22.12
805,80,23.96
806,80,22.12
807,80,23.96
808,80,22.12
809,80,23.04
810,80,23.04
811,80,23.04
812,80,23.04
813,80,22.12
814,80,23.96
815,80,22.12
816,80,23.96
817,80,22.12
818,80,23.96
819,80,22.12
820,80,23.96
821,80,22.12
822,80,23.04
823,80,23.04
824,80,23.04
825,80,23.04
826,80,23.04
827,80,23.04
828,80,23.04
829,80,23.04
830,80,23.04
831,80,23.04
832,80,22.12
833,80,23.96
834,80,22.12
835,80,23.96
836,80,22.12
837,80,23.96
838,80,22.12
839,80,23.96
840,80,22.12
841,80,23.96
842,80,23.04
843,80,23.04
844,80,23.04
845,80,23.04
846,80,23.04
847,80,23.04
848,80,23.96
849,80,22.12
850,80,23.96
851,80,22.12
852,80,23.96
853,80,22.12
854,80,23.96
855,80,22.12
856,80,23.96
857,80,22.12
858,80,23.96
859,80,22.12
860,80,23.96
861,80,22.12
862,80,23.04
863,80,23.04
864,80,23.04
865,80,23.04
866,80,23.04
867,80,23.04
868,80,23.04
869,80,23.04
870,80,23.04
871,80,23.04
872,80,23.04
873,80,23.04
874,80,23.04
875,80,23.04
876,80,23.04
877,80,23.04
878,80,23.04
879,80,23.04
880,80,23.04
881,80,23.04
882,80,23.04
883,80,23.04
884,80,23.04
885,80,23.04
886,80,23.04
887,80,23.04
888,80,23.04
889,80,23.04
890,80,23.04
891,80,23.04
892,80,23.04
893,80,23.04
894,80,23.04
895,80,23.04
896,80,23.04
897,80,23.04
898,80,23.04
899,80,23.04
900,80,22.12
901,80,23.96
902,80,22.12
903,80,23.96
904,80,22.12
905,80,23.96
906,80,22.12
907,80,23.96
908,80,22.12
909,80,23.96
910,80,22.12
911,80,23.96
912,80,22.12
913,80,23.96
914,80,22.12
915,80,23.96
916,80,22.12
917,80,23.96
918,80,22.12
919,80,23.96
920,80,22.12
921,80,23.96
922,80,22.12
923,80,23.96
924,80,22.12
925,80,23.96
926,80,22.12
927,80,23.96
928,80,22.12
929,80,23.96
930,80,23.04
931,80,23.04
932,80,23.04
933,80,23.04
934,80,23.96
935,80,22.12
936,80,23.96
937,80,22.12
938,80,23.96
939,80,22.12
940,80,23.96
941,80,22.12
942,80,23.96
943,80,23.04
944,80,23.04
945,80,23.04
946,80,23.04
947,80,23.96
948,80,22.12
949,80,23.96
950,80,22.12
951,80,23.96
952,80,22.12
953,80,23.96
954,80,22.12
955,80,23.96
956,80,22.12
957,80,23.96
958,80,23.04
959,80,23.04
960,80,23.04
961,80,23.04
962,80,23.04
963,80,23.04
964,80,23.96
965,80,22.12
966,80,23.96
967,80,22.12
968,80,23.96
969,80,22.12
970,80,23.96
971,80,22.12
972,80,23.96
973,80,22.12
974,80,23.96
975,80,22.12
976,80,23.96
977,80,23.04
978,80,23.04
979,80,23.04
980,80,23.04
981,80,23.04
982,80,23.04
983,80,23.96
984,80,22.12
985,80,23.96
986,80,22.12
987,80,23.96
988,80,22.12
989,80,23.96
990,80,22.12
991,80,23.96
992,80,23.04
993,80,23.04
994,80,23.04
995,80,23.04
996,80,23.96
997,80,22.12
998,80,23.96
999,80,22.12
1000,80,23.96
1001,80,22.12
1002,80,23.96
1003,80,22.12
1004,80,23.96
1005,80,22.12
1006,80,23.96
1007,80,22.12
1008,80,23.96
1009,80,23.04
1010,80,23.04
1011,80,23.04
1012,80,23.04
1013,80,23.04
1014,80,23.04
1015,80,23.96
1016,80,22.12
1017,80,23.96
1018,80,22.12
1019,80,23.96
1020,80,22.12
1021,80,23.96
1022,80,22.12
1023,80,23.96
1024,80,22.12
1025,80,23.96
1026,80,22.12
1027,80,23.96
1028,80,23.04
1029,80,23.04
1030,80,23.04
1031,80,23.04
1032,80,23.04
1033,80,23.04
1034,80,23.96
1035,80,22.12
1036,80,23.96
1037,80,22.12
1038,80,23.96
1039,80,22.12
1040,80,23.96
1041,80,22.12
1042,80,23.96
1043,80,22.12
1044,80,23.96
1045,80,23.04
1046,80,23.04
1047,80,23.04
1048,80,23.04
1049,80,23.04
1050,80,23.04
1051,80,22.12
1052,80,23.96
1053,80,22.12
1054,80,23.96
1055,80,22.12
1056,80,23.96
1057,80,22.12
1058,80,23.96
1059,80,22.12
1060,80,23.96
1061,80,22.12
1062,80,23.04
1063,80,23.04
1064,80,23.04
1065,80,23.04
1066,80,22.12
1067,80,23.96
1068,80,22.12
1069,80,23.96
1070,80,22.12
1071,80,23.96
1072,80,22.12
1073,80,23.04
1074,80,23.04
1075,80,23.04
1076,80,23.04
1077,80,22.12
1078,80,23.96
1079,80,22.12
1080,80,23.96
1081,80,22.12
1082,80,23.96
1083,80,22.12
1084,80,23.96
1085,80,22.12
1086,80,23.04
1087,80,23.04
1088,80,23.04
1089,80,23.04
1090,80,22.12
1091,80,23.96
1092,80,22.12
1093,80,23.96
1094,80,22.12
1095,80,23.96
1096,80,22.12
1097,80,23.96
1098,80,22.12
1099,80,23.96
1100,80,22.12
1101,80,23.04
1102,80,23.04
1103,80,23.04
1104,80,23.04
1105,80,23.04
1106,80,23.04
1107,80,22.12
1108,80,23.96
1109,80,22.12
1110,80,23.96
1111,80,22.12
1112,80,23.96
1113,80,22.12
1114,80,23.96
1115,80,22.12
1116,80,23.96
1117,80,22.12
1118,80,23.96
1119,80,22.12
1120,80,23.96
1121,80,22.12
1122,80,23.96
1123,80,22.12
1124,80,23.96
1125,80,22.12
1126,80,23.96
1127,80,22.12
1128,80,23.96
1129,80,22.12
1130,80,23.96
1131,80,22.12
1132,80,23.96
1133,80,22.12
1134,80,23.96
1135,80,22.12
1136,80,23.96
1137,80,22.12
1138,80,23.96
1139,80,22.12
1140,80,23.96
1141,80,22.12
1142,80,23.96
1143,80,22.12
1144,80,23.96
1145,80,22.12
1146,80,23.96
1147,80,23.04
1148,80,23.04
1149,80,23.04
1150,80,23.04
1151,80,23.04
1152,80,23.04
1153,80,23.04
1154,80,23.04
1155,80,23.04
1156,80,23.04
1157,80,23.96
1158,80,22.12
1159,80,23.96
1160,80,22.12
1161,80,23.04
1162,80,23.04
1163,80,23.04
1164,80,23.04
1165,80,23.04
1166,80,23.04
1167,80,23.04
1168,80,23.04
1169,80,23.04
1170,80,23.04
1171,80,23.04
1172,80,23.04
1173,80,23.04
1174,80,23.04
1175,80,23.04
1176,80,23.04
1177,80,23.04
1178,80,23.04
1179,80,23.04
1180,80,23.04
1181,80,23.04
1182,80,23.04
1183,80,22.12
1184,80,23.96
1185,80,22.12
1186,80,23.96
1187,80,22.12
1188,80,23.96
1189,80,22.12
1190,80,23.96
1191,80,22.12
1192,80,23.96
1193,80,22.12
1194,80,23.04
1195,80,23.04
1196,80,23.04
1197,80,23.04
1198,80,23.04
1199,80,23.04
1200,80,22.12
1201,80,23.96
1202,80,22.12
1203,80,23.96
1204,80,22.12
1205,80,23.96
1206,80,22.12
1207,80,23.96
1208,80,22.12
1209,80,23.96
1210,80,22.12
1211,80,23.96
1212,80,22.12
1213,80,23.96
1214,80,22.12
1215,80,23.96
1216,80,22.12
1217,80,23.96
1218,80,22.12
1219,80,23.96
1220,80,22.12
1221,80,23.96
1222,80,22.12
1223,80,23.96
1224,80,22.12
1225,80,23.96
1226,80,22.12
1227,80,23.04
1228,80,23.04
1229,80,23.04
1230,80,23.04
1231,80,22.12
1232,80,23.96
1233,80,22.12
1234,80,23.96
1235,80,22.12
1236,80,23.04
1237,80,23.04
1238,80,23.04
1239,80,23.04
1240,80,22.12
1241,80,23.96
1242,80,22.12
1243,80,23.96
1244,80,22.12
1245,80,23.96
1246,80,22.12
1247,80,23.04
1248,80,23.04
1249,80,23.04
1250,80,23.04
1251,80,23.04
1252,80,23.04
1253,80,22.12
1254,80,23.96
1255,80,22.12
1256,80,23.96
1257,80,22.12
1258,80,23.96
1259,80,22.12
1260,80,23.96
1261,80,22.12
1262,80,23.96
1263,80,22.12
1264,80,23.96
1265,80,22.12
1266,80,23.96
1267,80,22.12
1268,80,23.04
1269,80,23.04
1270,80,23.04
1271,80,23.04
1272,80,23.04
1273,80,23.04
1274,80,22.12
1275,80,23.96
1276,80,22.12
1277,80,23.96
1278,80,22.12
1279,80,23.96
1280,80,22.12
1281,80,23.96
1282,80,22.12
1283,80,23.96
1284,80,22.12
1285,80,23.04
1286,80,23.04
1287,80,23.04
1288,80,23.04
1289,80,22.12
1290,80,23.96
1291,80,22.12
1292,80,23.96
1293,80,22.12
1294,80,23.96
1295,80,22.12
1296,80,23.04
1297,80,23.04
1298,80,23.04
1299,80,23.04
1300,80,22.12
1301,80,23.96
1302,80,22.12
1303,80,23.96
1304,80,22.12
1305,80,23.96
1306,80,22.12
1307,80,23.96
1308,80,22.12
1309,80,23.96
1310,80,22.12
1311,80,23.96
1312,80,22.12
1313,80,23.96
1314,80,22.12
1315,80,23.96
1316,80,22.12
1317,80,23.96
1318,80,22.12
1319,80,23.96
1320,80,22.12
1321,80,23.96
1322,80,22.12
1323,80,23.96
1324,80,22.12
1325,80,23.96
1326,80,22.12
1327,80,23.96
1328,80,22.12
1329,80,23.96
1330,80,23.04
1331,80,23.04
1332,80,23.04
1333,80,23.04
1334,80,23.04
1335,80,23.04
1336,80,23.04
1337,80,23.04
1338,80,23.04
1339,80,23.04
1340,80,23.04
1341,80,23.04
1342,80,23.04
1343,80,23.04
1344,80,23.04
1345,80,23.04
1346,80,23.04
1347,80,23.04
1348,80,23.04
1349,80,23.04
1350,80,23.04
1351,80,23.04
1352,80,23.04
1353,80,23.04
1354,80,23.04
1355,80,23.04
1356,80,23.04
1357,80,23.04
1358,80,23.04
1359,80,23.04
1360,80,23.04
1361,80,23.04
1362,80,23.04
1363,80,23.04
1364,80,22.12
1365,80,23.96
1366,80,22.12
1367,80,23.96
1368,80,22.12
1369,80,23.96
1370,80,22.12
1371,80,23.04
1372,80,23.04
1373,80,23.04
1374,80,23.04
1375,80,22.12
1376,80,23.96
1377,80,22.12
1378,80,23.96
1379,80,22.12
1380,80,23.04
1381,80,23.04
1382,80,22.12
1383,80,23.96
1384,80,22.12
1385,80,23.96
1386,80,22.12
1387,80,23.04
1388,80,23.04
1389,80,22.12
1390,80,23.96
1391,80,22.12
1392,80,23.96
1393,80,22.12
1394,80,23.04
1395,80,23.04
1396,80,23.04
1397,80,23.04
1398,80,22.12
1399,80,23.96
1400,80,22.12
1401,80,23.96
1402,80,22.12
1403,80,23.04
1404,80,23.04
1405,80,23.04
1406,80,23.04
1407,80,22.12
1408,80,23.96
1409,80,22.12
1410,80,23.96
1411,80,22.12
1412,80,23.96
1413,80,22.12
1414,80,23.04
1415,80,23.04
1416,80,23.04
1417,80,23.04
1418,80,23.04
1419,80,23.04
1420,80,22.12
1421,80,23.96
1422,80,22.12
1423,80,23.96
1424,80,22.12
1425,80,23.96
1426,80,22.12
1427,80,23.96
1428,80,22.12
1429,80,23.96
1430,80,22.12
1431,80,23.96
1432,80,22.12
1433,80,23.96
1434,80,22.12
1435,80,23.96
1436,80,23.04
1437,80,23.04
1438,80,23.04
1439,80,23.04
1440,80,23.04
1441,80,23.04
1442,80,23.04
1443,80,23.04
1444,80,23.04
1445,80,23.04
1446,80,23.04
1447,80,23.04
1448,80,23.04
1449,80,23.04
1450,80,23.04
1451,80,23.04
1452,80,23.04
1453,80,23.04
1454,80,23.04
1455,80,23.04
1456,80,23.04
1457,80,23.04
1458,80,23.04
1459,80,23.04
